英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Thomas LACOMBRE,Thomas LACOMBRE,HO,トゥールーズ,174,107,//2004,,,,Club Athlétique Pratéen (2011 - 2018) -> Saint-Girons SC Couserans (2018 - 2019) -> Stade Toulousain (2019 - 2026),A,0,https://all.rugby/player/thomas-lacombre,,Club Athlétique Pratéen (2011 - 2018) -> Saint-Girons SC Couserans (2018 - 2019) -> Stade Toulousain (2019 - 2026),,,https://all.rugby/player/thomas-lacombre,Club Athlétique Pratéen (2011 - 2018) -> Saint-Girons SC Couserans (2018 - 2019) -> Stade Toulousain (2019 - 2026)
Clément VERGÉ,Clément VERGÉ,LO,トゥールーズ,200,123,2001.09.13,,,,Saint-Girons SC Couserans (2007 - 2018) -> Stade Toulousain (2018 - 2026),A,0,https://all.rugby/player/clement-verge,,Saint-Girons SC Couserans (2007 - 2018) -> Stade Toulousain (2018 - 2026),,,https://all.rugby/player/clement-verge,Saint-Girons SC Couserans (2007 - 2018) -> Stade Toulousain (2018 - 2026)
Efraín ELÍAS,Efraín ELÍAS,LO,トゥールーズ,200,119,//2004,,,,Jockey Club Cordoba  (2022 - 2022) -> Dogos XV (2022 - 2022) -> Jockey Club Cordoba  (2023 - 2023) -> Dogos XV (2023 - 2023) -> Jockey Club Cordoba  (2023 - 2023) -> Dogos XV (2023 - 2023) -> Jockey Club Cordoba  (2024 - 2024) -> Dogos XV (2024 - 2024) -> Stade Toulousain (2024 - 2026),A,0,https://all.rugby/player/efrain-elias,,Jockey Club Cordoba  (2022 - 2022) -> Dogos XV (2022 - 2022) -> Jockey Club Cordoba  (2023 - 2023) -> Dogos XV (2023 - 2023) -> Jockey Club Cordoba  (2023 - 2023) -> Dogos XV (2023 - 2023) -> Jockey Club Cordoba  (2024 - 2024) -> Dogos XV (2024 - 2024) -> Stade Toulousain (2024 - 2026),,,https://all.rugby/player/efrain-elias,Jockey Club Cordoba  (2022 - 2022) -> Dogos XV (2022 - 2022) -> Jockey Club Cordoba  (2023 - 2023) -> Dogos XV (2023 - 2023) -> Jockey Club Cordoba  (2023 - 2023) -> Dogos XV (2023 - 2023) -> Jockey Club Cordoba  (2024 - 2024) -> Dogos XV (2024 - 2024) -> Stade Toulousain (2024 - 2026)
Emmanuel MEAFOU,Emmanuel MEAFOU,LO,トゥールーズ,202,142,1998.07.12,,,,New South Wales Country Eagles (2017 - 2018) -> Stade Toulousain (2018 - 2026),A,0,https://all.rugby/player/emmanuel-meafou,,New South Wales Country Eagles (2017 - 2018) -> Stade Toulousain (2018 - 2026),Australia,Australia,https://all.rugby/player/emmanuel-meafou,New South Wales Country Eagles (2017 - 2018) -> Stade Toulousain (2018 - 2026)
Joshua BRENNAN,Joshua BRENNAN,LO,トゥールーズ,199,118,2001.11.28,,,,Toulouse Lalande Aucamville (2008 - 2012) -> Stade Toulousain (2012 - 2026),A,0,https://all.rugby/player/joshua-brennan,,Toulouse Lalande Aucamville (2008 - 2012) -> Stade Toulousain (2012 - 2026),Ireland,Ireland,https://all.rugby/player/joshua-brennan,Toulouse Lalande Aucamville (2008 - 2012) -> Stade Toulousain (2012 - 2026)
Thibaud FLAMENT,Thibaud FLAMENT,LO,トゥールーズ,202,116,1997.04.29,,,,ASUB Rugby Waterloo (2005 - 2015) -> Loughborough University (2015 - 2017) -> Club Newman (2017 - 2018) -> Loughborough University (2018 - 2019) -> Wasps (2019 - 2020) -> Stade Toulousain (2020 - 2026),A,0,https://all.rugby/player/thibaud-flament,,ASUB Rugby Waterloo (2005 - 2015) -> Loughborough University (2015 - 2017) -> Club Newman (2017 - 2018) -> Loughborough University (2018 - 2019) -> Wasps (2019 - 2020) -> Stade Toulousain (2020 - 2026),France,France,https://all.rugby/player/thibaud-flament,ASUB Rugby Waterloo (2005 - 2015) -> Loughborough University (2015 - 2017) -> Club Newman (2017 - 2018) -> Loughborough University (2018 - 2019) -> Wasps (2019 - 2020) -> Stade Toulousain (2020 - 2026)
Alexandre ROUMAT,Alexandre ROUMAT,FL/NO8,トゥールーズ,198,110,1997.06.27,,,,Biarritz Olympique Pays Basque (2012 - 2017) -> Union Bordeaux-Bègles (2017 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/alexandre-roumat,,Biarritz Olympique Pays Basque (2012 - 2017) -> Union Bordeaux-Bègles (2017 - 2022) -> Stade Toulousain (2022 - 2026),France,France,https://all.rugby/player/alexandre-roumat,Biarritz Olympique Pays Basque (2012 - 2017) -> Union Bordeaux-Bègles (2017 - 2022) -> Stade Toulousain (2022 - 2026)
Anthony JELONCH,Anthony JELONCH,FL/NO8,トゥールーズ,195,108,1996.07.28,,,,Vic-Fezensac (2004 - 2012) -> Rugby Club Auch (2012 - 2014) -> Castres Olympique (2014 - 2021) -> Stade Toulousain (2021 - 2026),A,0,https://all.rugby/player/anthony-jelonch,,Vic-Fezensac (2004 - 2012) -> Rugby Club Auch (2012 - 2014) -> Castres Olympique (2014 - 2021) -> Stade Toulousain (2021 - 2026),France,France,https://all.rugby/player/anthony-jelonch,Vic-Fezensac (2004 - 2012) -> Rugby Club Auch (2012 - 2014) -> Castres Olympique (2014 - 2021) -> Stade Toulousain (2021 - 2026)
François CROS,François CROS,FL/NO8,トゥールーズ,190,111,1994.03.25,,,,Seilh Aussonne Fenouillet XV (2004 - 2009) -> Stade Toulousain (2009 - 2026),A,0,https://all.rugby/player/francois-cros,,Seilh Aussonne Fenouillet XV (2004 - 2009) -> Stade Toulousain (2009 - 2026),France,France,https://all.rugby/player/francois-cros,Seilh Aussonne Fenouillet XV (2004 - 2009) -> Stade Toulousain (2009 - 2026)
Jack WILLIS,Jack WILLIS,FL/NO8,トゥールーズ,190,112,1996.12.24,,,,Wasps (2016 - 2022) -> Stade Toulousain (2022 - 2022) -> Wasps (2023 - 2023) -> Stade Toulousain (2023 - 2026),A,0,https://all.rugby/player/jack-willis,,Wasps (2016 - 2022) -> Stade Toulousain (2022 - 2022) -> Wasps (2023 - 2023) -> Stade Toulousain (2023 - 2026),England,England,https://all.rugby/player/jack-willis,Wasps (2016 - 2022) -> Stade Toulousain (2022 - 2022) -> Wasps (2023 - 2023) -> Stade Toulousain (2023 - 2026)
Léo BANOS,Léo BANOS,FL/NO8,トゥールーズ,191,106,2002.08.16,,,,Parentis Sport Rugby (2011 - 2016) -> Stade Montois Rugby Pro (2016 - 2023) -> Stade Toulousain (2023 - 2023) -> Stade Montois Rugby Pro (2023 - 2023) -> Stade Toulousain (2024 - 2024) -> Stade Montois Rugby Pro (2024 - 2024) -> Stade Toulousain (2024 - 2026),A,0,https://all.rugby/player/leo-banos,,Parentis Sport Rugby (2011 - 2016) -> Stade Montois Rugby Pro (2016 - 2023) -> Stade Toulousain (2023 - 2023) -> Stade Montois Rugby Pro (2023 - 2023) -> Stade Toulousain (2024 - 2024) -> Stade Montois Rugby Pro (2024 - 2024) -> Stade Toulousain (2024 - 2026),,,https://all.rugby/player/leo-banos,Parentis Sport Rugby (2011 - 2016) -> Stade Montois Rugby Pro (2016 - 2023) -> Stade Toulousain (2023 - 2023) -> Stade Montois Rugby Pro (2023 - 2023) -> Stade Toulousain (2024 - 2024) -> Stade Montois Rugby Pro (2024 - 2024) -> Stade Toulousain (2024 - 2026)
Mathis CASTRO-FERREIRA,Mathis CASTRO-FERREIRA,FL/NO8,トゥールーズ,192,107,2004.01.13,,,,SO Maubourguet (2008 - 2018) -> Stade Toulousain (2018 - 2026),A,0,https://all.rugby/player/mathis-castro-ferreira,,SO Maubourguet (2008 - 2018) -> Stade Toulousain (2018 - 2026),,,https://all.rugby/player/mathis-castro-ferreira,SO Maubourguet (2008 - 2018) -> Stade Toulousain (2018 - 2026)
Roméo MARTIN-BONNARD,Roméo MARTIN-BONNARD,FL/NO8,トゥールーズ,197,110,//2006,,,,Ecole de Rugby du Pic Saint-Loup (2012 - 2019) -> US Tyrosse (2021 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/romeo-martin-bonnard,,Ecole de Rugby du Pic Saint-Loup (2012 - 2019) -> US Tyrosse (2021 - 2022) -> Stade Toulousain (2022 - 2026),,,https://all.rugby/player/romeo-martin-bonnard,Ecole de Rugby du Pic Saint-Loup (2012 - 2019) -> US Tyrosse (2021 - 2022) -> Stade Toulousain (2022 - 2026)
Théo NTAMACK,Théo NTAMACK,FL/NO8,トゥールーズ,193,110,2002.05.29,,,,Stade Toulousain (2014 - 2026),A,0,https://all.rugby/player/theo-ntamack,,Stade Toulousain (2014 - 2026),,,https://all.rugby/player/theo-ntamack,Stade Toulousain (2014 - 2026)
Antoine DUPONT,Antoine DUPONT,SH,トゥールーズ,174,86,1996.11.15,,,,Magnoac FC (2000 - 2011) -> Rugby Club Auch (2011 - 2014) -> Castres Olympique (2014 - 2017) -> Stade Toulousain (2017 - 2026),A,0,https://all.rugby/player/antoine-dupont,,Magnoac FC (2000 - 2011) -> Rugby Club Auch (2011 - 2014) -> Castres Olympique (2014 - 2017) -> Stade Toulousain (2017 - 2026),France,France,https://all.rugby/player/antoine-dupont,Magnoac FC (2000 - 2011) -> Rugby Club Auch (2011 - 2014) -> Castres Olympique (2014 - 2017) -> Stade Toulousain (2017 - 2026)
Naoto SAITO,Naoto SAITO,SH,トゥールーズ,165,75,1997.08.26,,,,Waseda University (2018 - 2019) -> Sunwolves (2019 - 2020) -> Tokyo Sungoliath (2020 - 2024) -> Stade Toulousain (2024 - 2026),A,0,https://all.rugby/player/naoto-saito,,Waseda University (2018 - 2019) -> Sunwolves (2019 - 2020) -> Tokyo Sungoliath (2020 - 2024) -> Stade Toulousain (2024 - 2026),Japan,Japan,https://all.rugby/player/naoto-saito,Waseda University (2018 - 2019) -> Sunwolves (2019 - 2020) -> Tokyo Sungoliath (2020 - 2024) -> Stade Toulousain (2024 - 2026)
Paul GRAOU,Paul GRAOU,SH,トゥールーズ,177,90,1997.07.25,,,,Rugby Club Auch (2004 - 2017) -> Union Sportive Montalbanaise (2017 - 2021) -> Sporting Union Agenais (2021 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/paul-graou,,Rugby Club Auch (2004 - 2017) -> Union Sportive Montalbanaise (2017 - 2021) -> Sporting Union Agenais (2021 - 2022) -> Stade Toulousain (2022 - 2026),,,https://all.rugby/player/paul-graou,Rugby Club Auch (2004 - 2017) -> Union Sportive Montalbanaise (2017 - 2021) -> Sporting Union Agenais (2021 - 2022) -> Stade Toulousain (2022 - 2026)
Romain NTAMACK,Romain NTAMACK,SO,トゥールーズ,186,94,1999.05.01,,,,Stade Toulousain (2013 - 2026),A,0,https://all.rugby/player/romain-ntamack,,Stade Toulousain (2013 - 2026),France,France,https://all.rugby/player/romain-ntamack,Stade Toulousain (2013 - 2026)
Célian POUZELGUES,Célian POUZELGUES,CTB,トゥールーズ,190,93,2003.09.30,,,,Avenir Moissagais (2011 - 2016) -> Sporting Union Agenais (2016 - 2018) -> Avenir Valencien (2018 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/celian-pouzelgues,,Avenir Moissagais (2011 - 2016) -> Sporting Union Agenais (2016 - 2018) -> Avenir Valencien (2018 - 2022) -> Stade Toulousain (2022 - 2026),,,https://all.rugby/player/celian-pouzelgues,Avenir Moissagais (2011 - 2016) -> Sporting Union Agenais (2016 - 2018) -> Avenir Valencien (2018 - 2022) -> Stade Toulousain (2022 - 2026)
Kalvin GOURGUES,Kalvin GOURGUES,CTB,トゥールーズ,184,97,//2005,,,,Grenade Sports (2010 - 2019) -> Stade Toulousain (2019 - 2026),A,0,https://all.rugby/player/kalvin-gourgues,,Grenade Sports (2010 - 2019) -> Stade Toulousain (2019 - 2026),France,France,https://all.rugby/player/kalvin-gourgues,Grenade Sports (2010 - 2019) -> Stade Toulousain (2019 - 2026)
Paul COSTES,Paul COSTES,CTB,トゥールーズ,183,90,2003.04.04,,,,Toulouse Université Club (2010 - 2015) -> US Colomiers (2015 - 2018) -> Stade Toulousain (2018 - 2026),A,0,https://all.rugby/player/paul-costes,,Toulouse Université Club (2010 - 2015) -> US Colomiers (2015 - 2018) -> Stade Toulousain (2018 - 2026),,,https://all.rugby/player/paul-costes,Toulouse Université Club (2010 - 2015) -> US Colomiers (2015 - 2018) -> Stade Toulousain (2018 - 2026)
Pierre-Louis BARASSI,Pierre-Louis BARASSI,CTB,トゥールーズ,188,102,1998.04.22,,,,Racing Club Narbonnais (2005 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/pierre-louis-barassi,,Racing Club Narbonnais (2005 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2022) -> Stade Toulousain (2022 - 2026),France,France,https://all.rugby/player/pierre-louis-barassi,Racing Club Narbonnais (2005 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2022) -> Stade Toulousain (2022 - 2026)
Santiago CHOCOBARES,Santiago CHOCOBARES,CTB,トゥールーズ,188,100,1999.03.31,,,,Jaguares (2018 - 2020) -> Stade Toulousain (2020 - 2026),A,0,https://all.rugby/player/santiago-chocobares,,Jaguares (2018 - 2020) -> Stade Toulousain (2020 - 2026),Argentina,Argentina,https://all.rugby/player/santiago-chocobares,Jaguares (2018 - 2020) -> Stade Toulousain (2020 - 2026)
Teddy THOMAS,Teddy THOMAS,CTB,トゥールーズ,185,98,1993.09.18,,,,Biarritz Olympique Pays Basque (2004 - 2014) -> Racing 92 (2014 - 2022) -> Stade Rochelais (2022 - 2025) -> Stade Toulousain (2025 - 2026),A,0,https://all.rugby/player/teddy-thomas,,Biarritz Olympique Pays Basque (2004 - 2014) -> Racing 92 (2014 - 2022) -> Stade Rochelais (2022 - 2025) -> Stade Toulousain (2025 - 2026),France,France,https://all.rugby/player/teddy-thomas,Biarritz Olympique Pays Basque (2004 - 2014) -> Racing 92 (2014 - 2022) -> Stade Rochelais (2022 - 2025) -> Stade Toulousain (2025 - 2026)
Dimitri DELIBES,Dimitri DELIBES,WTB,トゥールーズ,190,99,1999.03.17,,,,Blagnac (2011 - 2018) -> Stade Toulousain (2018 - 2026),A,0,https://all.rugby/player/dimitri-delibes,,Blagnac (2011 - 2018) -> Stade Toulousain (2018 - 2026),,,https://all.rugby/player/dimitri-delibes,Blagnac (2011 - 2018) -> Stade Toulousain (2018 - 2026)
Matthis LEBEL,Matthis LEBEL,WTB,トゥールーズ,185,91,1999.03.25,,,,Lombez Samatan (2004 - 2013) -> Stade Toulousain (2013 - 2026),A,0,https://all.rugby/player/matthis-lebel,,Lombez Samatan (2004 - 2013) -> Stade Toulousain (2013 - 2026),France,France,https://all.rugby/player/matthis-lebel,Lombez Samatan (2004 - 2013) -> Stade Toulousain (2013 - 2026)
Nelson ÉPÉE,Nelson ÉPÉE,WTB,トゥールーズ,174,80,2001.02.20,,,,U.A. Saverdun (2008 - 2017) -> Stade Toulousain (2017 - 2026),A,0,https://all.rugby/player/nelson-epee,,U.A. Saverdun (2008 - 2017) -> Stade Toulousain (2017 - 2026),,,https://all.rugby/player/nelson-epee,U.A. Saverdun (2008 - 2017) -> Stade Toulousain (2017 - 2026)
Ange CAPUOZZO,Ange CAPUOZZO,FB,トゥールーズ,178,82,1999.04.30,,,,US Deux Ponts Rugby (2005 - 2010) -> FC Grenoble Rugby (2010 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/ange-capuozzo,,US Deux Ponts Rugby (2005 - 2010) -> FC Grenoble Rugby (2010 - 2022) -> Stade Toulousain (2022 - 2026),France,France,https://all.rugby/player/ange-capuozzo,US Deux Ponts Rugby (2005 - 2010) -> FC Grenoble Rugby (2010 - 2022) -> Stade Toulousain (2022 - 2026)
Blair KINGHORN,Blair KINGHORN,FB,トゥールーズ,193,107,1997.01.18,,,,Edimbourg Rugby (2015 - 2023) -> Stade Toulousain (2023 - 2023) -> Edimbourg Rugby (2024 - 2024) -> Stade Toulousain (2024 - 2026),A,0,https://all.rugby/player/blair-kinghorn,,Edimbourg Rugby (2015 - 2023) -> Stade Toulousain (2023 - 2023) -> Edimbourg Rugby (2024 - 2024) -> Stade Toulousain (2024 - 2026),Scotland,Scotland,https://all.rugby/player/blair-kinghorn,Edimbourg Rugby (2015 - 2023) -> Stade Toulousain (2023 - 2023) -> Edimbourg Rugby (2024 - 2024) -> Stade Toulousain (2024 - 2026)
Juan Cruz MALLÍA,Juan Cruz MALLÍA,FB,トゥールーズ,182,92,1996.09.11,,,,Jaguares (2017 - 2020) -> Stade Toulousain (2020 - 2026),A,0,https://all.rugby/player/juan-cruz-mallia,,Jaguares (2017 - 2020) -> Stade Toulousain (2020 - 2026),Argentina,Argentina,https://all.rugby/player/juan-cruz-mallia,Jaguares (2017 - 2020) -> Stade Toulousain (2020 - 2026)
Matias REMUE,Matias REMUE,FB,トゥールーズ,184,86,2003.03.07,,,,Royal Kituro Rugby Club (2013 - 2022) -> Stade Toulousain (2022 - 2026),A,0,https://all.rugby/player/matias-remue,,Royal Kituro Rugby Club (2013 - 2022) -> Stade Toulousain (2022 - 2026),Belgium,Belgium,https://all.rugby/player/matias-remue,Royal Kituro Rugby Club (2013 - 2022) -> Stade Toulousain (2022 - 2026)
Thomas RAMOS,Thomas RAMOS,FB,トゥールーズ,178,87,1995.07.23,,,,SC Mazamet (2004 - 2011) -> Stade Toulousain (2011 - 2016) -> US Colomiers (2016 - 2017) -> Stade Toulousain (2017 - 2026),A,0,https://all.rugby/player/thomas-ramos,,SC Mazamet (2004 - 2011) -> Stade Toulousain (2011 - 2016) -> US Colomiers (2016 - 2017) -> Stade Toulousain (2017 - 2026),France,France,https://all.rugby/player/thomas-ramos,SC Mazamet (2004 - 2011) -> Stade Toulousain (2011 - 2016) -> US Colomiers (2016 - 2017) -> Stade Toulousain (2017 - 2026)
Ben TAMEIFUNA,Ben TAMEIFUNA,PR,ボルドー・ベグル,188,151,1991.08.30,,,,Chiefs (2011 - 2015) -> Racing 92 (2015 - 2020) -> Union Bordeaux-Bègles (2020 - 2026),A,0,https://all.rugby/player/ben-tameifuna,,Chiefs (2011 - 2015) -> Racing 92 (2015 - 2020) -> Union Bordeaux-Bègles (2020 - 2026),New Zealand,New Zealand,https://all.rugby/player/ben-tameifuna,Chiefs (2011 - 2015) -> Racing 92 (2015 - 2020) -> Union Bordeaux-Bègles (2020 - 2026)
Carlü SADIE,Carlü SADIE,PR,ボルドー・ベグル,182,138,1997.05.07,,,,Stormers (2017 - 2018) -> Lions Rugby (2018 - 2019) -> Stade Français Paris Rugby (2019 - 2019) -> Lions Rugby (2019 - 2019) -> Stade Français Paris Rugby (2020 - 2020) -> Lions Rugby (2020 - 2022) -> Sharks (2022 - 2023) -> Union Bordeaux-Bègles (2023 - 2026),A,0,https://all.rugby/player/carlu-sadie,,Stormers (2017 - 2018) -> Lions Rugby (2018 - 2019) -> Stade Français Paris Rugby (2019 - 2019) -> Lions Rugby (2019 - 2019) -> Stade Français Paris Rugby (2020 - 2020) -> Lions Rugby (2020 - 2022) -> Sharks (2022 - 2023) -> Union Bordeaux-Bègles (2023 - 2026),,,https://all.rugby/player/carlu-sadie,Stormers (2017 - 2018) -> Lions Rugby (2018 - 2019) -> Stade Français Paris Rugby (2019 - 2019) -> Lions Rugby (2019 - 2019) -> Stade Français Paris Rugby (2020 - 2020) -> Lions Rugby (2020 - 2022) -> Sharks (2022 - 2023) -> Union Bordeaux-Bègles (2023 - 2026)
Jefferson POIROT,Jefferson POIROT,PR,ボルドー・ベグル,181,117,1992.11.01,,,,US Lalinde (2004 - 2008) -> CA Brive Corrèze Limousin (2008 - 2012) -> Union Bordeaux-Bègles (2012 - 2026),A,0,https://all.rugby/player/jefferson-poirot,,US Lalinde (2004 - 2008) -> CA Brive Corrèze Limousin (2008 - 2012) -> Union Bordeaux-Bègles (2012 - 2026),France,France,https://all.rugby/player/jefferson-poirot,US Lalinde (2004 - 2008) -> CA Brive Corrèze Limousin (2008 - 2012) -> Union Bordeaux-Bègles (2012 - 2026)
Matis PERCHAUD,Matis PERCHAUD,PR,ボルドー・ベグル,187,114,2002.09.17,,,,US Mouguerre (2008 - 2017) -> Aviron Bayonnais (2017 - 2024) -> Union Bordeaux-Bègles (2024 - 2026),A,0,https://all.rugby/player/matis-perchaud,,US Mouguerre (2008 - 2017) -> Aviron Bayonnais (2017 - 2024) -> Union Bordeaux-Bègles (2024 - 2026),,,https://all.rugby/player/matis-perchaud,US Mouguerre (2008 - 2017) -> Aviron Bayonnais (2017 - 2024) -> Union Bordeaux-Bègles (2024 - 2026)
Sipili FALATEA,Sipili FALATEA,PR,ボルドー・ベグル,183,116,1997.06.06,,,,US Colomiers (2015 - 2017) -> ASM Clermont Auvergne (2017 - 2022) -> Union Bordeaux-Bègles (2022 - 2026),A,0,https://all.rugby/player/sipili-falatea,,US Colomiers (2015 - 2017) -> ASM Clermont Auvergne (2017 - 2022) -> Union Bordeaux-Bègles (2022 - 2026),France,France,https://all.rugby/player/sipili-falatea,US Colomiers (2015 - 2017) -> ASM Clermont Auvergne (2017 - 2022) -> Union Bordeaux-Bègles (2022 - 2026)
